"唯唯诺诺","诺诺：答应的声音。形容自己没有主意，一味附和，恭顺听从的样子。"
"耐人寻味","意味深长，值得人仔细体会琢磨。"
"人人自危","每个人都感到自己处境危险。形容人人恐惧，气氛紧张。"
"火眼金睛","旧时戏曲、小说中指修炼后能识别妖魔鬼怪的眼睛。 后用来借指人的眼光锐利,能识别真伪。"
"乘虚而入","虚：空虚，空隙。趁着空虚而进入。"
"攻坚克难","攻占坚固的堡垒，克服层层的困难。现在常常用来形容或鼓励人们克服各种艰难险阻，圆满的完成任务。"
"徒有其表","同“虚有其表”。"
"风平浪静","水面上十分平静，没有风浪。比喻平静无事。"
"为人称道","指一个人的社会行为被人赞誉。为人：是指一个人做人处世的态度；称道：是指别人的称述、称赞。"
"会心一笑","领会到对方没有表明的意思而微微一笑。"
"防不胜防","防：防备，提防。胜：尽。多方提防，还是不能完全防备。形容需要防备的太多，提防不过来。"
"不时之需","说不定什么时候会出现的需要。指随时的需要。"
"默不作声","默：没有声音。一句话也不说。"
"拖家带口","1.带着全家老小。指带领全家一同外出。 2.形容有家庭拖累或家庭负担重。"
"先声夺人","声：声势。指首先在声势上压倒对手。"
"望风披靡","谓草木随风倒伏。远远望见对方的踪影就吓倒了。形容军队丧失斗志，未及与敌方交战就溃败。也形容对对方敬畏至深，看见对方便折服倾倒。"
"丰功伟绩","绩：业绩。伟大的功劳，宏伟的业绩。"
"千帆竞发","像无数船只竞相出发一样。形容事物欣欣向荣，蓬勃向前发展。"
"历历在目","指远方的景物看得清清楚楚，或过去的事情清清楚楚地重现在眼前。"
"热情奔放","1.充满热情的。                                                                                           2.充满活力、首创精神或应变能力的。"
"金石可镂","意指只要坚持不停的用刀刻，就连金属和石头这样坚硬的东西也可以雕刻成花饰。比喻做任何事情都需要坚持不懈地努力，有恒心，有毅力，才能把事情做成功。"
"相安无事","事：事端，纠纷。彼此之间和睦相处，没有什么矛盾争端。"
"毛将焉附","毛往哪里依附呢。"
"无微不至","没有一处细微的地方不照顾到。形容关怀、照顾得非常细心周到。"
"茫然若失","迷茫恍惚，好像丢了什么似的。形容迷茫恍惚，心神不安。"
"车载斗量","用车装，用斗量。形容数量很多。"
"人所共知","大家都知道或懂得。"
"综核名实","1.综合考察事物的名称与实际内容是否相符，名副其实的保留，名不副实的取缔。 2.考核官员的名位与实际能力是否一致。"
"匹夫之勇","指不讲智谋、只靠个人蛮干的勇气。"
"互通有无","相互拿出多余的东西进行交换，以得到自己所缺少的东西。"
"一语道破","一句话就把要害或真相说穿了。"
"一网打尽","一网撒出，把一切都捕捉住。比喻一个不漏全部捕获或彻底肃清。"
"举世闻名","举：全。闻：听说。全世界的人都听到过名字。"
"从善如流","听从好的、正确的意见，像水向低处流那样顺畅自然。形容乐于接受别人的好意见。"
"焉得虎子","不进老虎窝，怎能捉到小老虎。"
"行云流水","飘动的云，流动的水。"
"万事大吉","一切事情都很圆满顺利。"
"不名一文","连一文钱也没有。形容极为贫穷。"
"风花雪月","指男女情爱的事。指男女情爱的风流事或花天酒地的放荡行为。"
"独步天下","在天下独一无二。形容超群出众，没有谁可与之相比。"
"准确无误","形容非常精准，没有误差。准：标准，精确。误：错误，误差。"
"唯命是从","是命令就服从，不敢有半点违抗。"
"稀松平常","很平常，没什么特别的，对某事的发生毫不奇怪。"
"打击报复","故意找机会或借口对批评、揭发、反对过自己的人进行攻击或陷害。"
"山清水秀","形容山水秀丽，风景优美。"
"无言以对","没有话来回答。多指理屈词穷，无话可说。"
"知错就改","知错就改比喻人知道了错误就改正。"
"如愿以偿","如：按照。愿：愿望。偿：满足。指自己的愿望得到了满足。"
"不二法门","佛教语。谓平等而无差异之至道。"
"自得其乐","自己享受到其中的乐趣。"
"言不及义","只说些无聊的话，不涉及正经道理。"
"以讹传讹","讹：错误。把本来就错误的话又错误地传开去。"
"矫揉造作","矫：使弯的变成直的。揉：使直的变成弯的。造作：制作，做作。把弯的扭直，又把直的扭弯，反复折腾。形容做作，不自然。"
"斑斑驳驳","指色彩相杂，一种颜色中夹杂有别的颜色。"
"斗志昂扬","昂扬：情绪高涨。战斗的意志旺盛高昂。"
"固若金汤","固：坚固。若：像。金：金城，金属铸成的城墙。汤：汤池，滚烫的护城河水。牢固得像金城、汤池。形容城池或阵地工事非常坚固。也形容防御非常严密。"
"事出有因","事情的发生是有原因的。"
"星星之火","很小的一点儿火星。比喻微小的但有生命力的事物。"
"风格迥异","思想特点或艺术特点完全不同。"
"迄今为止","指从古至今，是一个时段。目前为止，到现在为止。也可表达为至今为止。"
"文化基因","相对于生物基因而言的非生物基因，主要指先天遗传和后天习得的，主动或被动，自觉与不自觉而置入人体内的最小信息单元和最小信息链路，主要表现为信念、习惯、价值观等。"
"如坐针毡","像坐在插满针的毡子上一样。形容心神不宁，坐立不安。"
"自愧弗如","自己认为不如别人而感到惭愧。"
"事过境迁","境：情况。迁：变化。事情已经过去，情况也已经变化。"
"乌烟瘴气","瘴气：南方山林中湿热而有害的空气。比喻环境嘈杂，秩序混乱，邪气充斥或社会黑暗。"
"三国演义",""
"突发奇想","突然冒出奇异的想法。"
"业精于勤","业：学业；精：精通；于：在于；勤：勤奋。学业精深是由勤奋得来的。"
"用武之地","1.用武：使用兵力。指地势险要、适宜用兵作战的地方。 2.用武：指施展本领。指施展本领的地方。"
"灯红酒绿","1.形容夜间宴饮聚会的欢乐场面。 2.形容夜晚寻欢作乐的奢靡生活。 3.形容娱乐场所夜晚的繁华景象。"
"养精蓄锐","养：保养。精：精神。蓄：积蓄。锐：锐气。保养好精神，积蓄好能量和锐气。指积蓄、调整好自身的力量，以便再战。"
"从长计议","用较长时间商量。指不急于做出决定。"
"油然而生","油然：自然而然。形容思想感情自然而然地产生。"
"人无完人","点和一点错误。世界上本来就没有十全十美的人，金子也没有十足之赤。人和万物各有优点和缺点。"
"山高水长","1.像山一样高峻，像水一样长流。形容美好名声、高尚品德等永久流传。 2.形容情谊深厚。 3.形容山水阻隔，路途遥远。"
"如坐春风","好像沐浴在春风中。比喻受到好的教育或处于良好的发展环境。"
"实用主义","现代西方哲学流派。认为一切概念、思想、理论的真理性取决于它是否对人有用，能否使人的行动获得成功。"
"见异思迁","异：不同的，别的。迁：改变。看见别的事物，就改变原来的主意。指意志不坚定，心思、喜爱不专一。"
"自高自大","认为自己又高又大。自以为了不起，看不起别人。"
"舍我其谁","除了我，还能有哪一个呢。表示只有自己才能担当，别人都不行。也形容自命不凡的狂妄自负态度。"
"义正词严","词：言辞。理由正当充分，言辞严正有力。"
"大智若愚","指智慧高的人不露锋芒，表面上好像很愚笨。"
"深明大义","指识大体，顾大局。"
"有迹可循","可以从某些方面看出来。"
"长吁短叹","长一声、短一声不住地叹气。多为心情烦闷、郁结不舒的表现。"
"伯仲之间","在老大和老二之间。指两者难分高低，不相上下。"
"泥足深陷","脚深深陷入淤泥里，比喻陷入麻烦的境地却无法轻易脱离或陷于某件事已不能自拔。"
"入乡随俗","俗：习俗，风俗。到哪个地方就顺从哪个地方的习俗。常用以指随遇而安。"
"一飞冲天","一起飞就冲上云霄。形容平时默默无闻，突然间有了惊人之举。参见“一鸣惊人”。"
"述而不作","指只叙述和阐明前人的学说，自己不创作。"
"摩肩接踵","摩：擦。踵：脚后跟。肩擦着肩，脚碰着脚。形容人多拥挤。"
"自出机杼","比喻诗文构思布局独特新颖，与众不同。"
"恪尽职守","谨慎认真地做好本职工作。"
"置之脑后","指不放在心上。"
"以德报怨","以：拿，用。德：恩惠。报：报答。怨：仇恨。以高尚的道德行为，来报答别人曾经给予的怨恨。"
"咄咄逼人","形容出语伤人，使人难以忍受。"
"心知肚明","不用言语，内心都清楚明白。"
"任劳任怨","承受辛劳，承受埋怨。形容做事不怕吃苦，不怕别人埋怨。"
"落荒而逃","落荒：离开大路，走向荒野。离开大路，从荒野逃走。被打败后狼狈逃跑。"
"难以企及","很难达到。"
"首鼠两端","形容瞻前顾后，犹豫不决。"
"随机应变","机：机会，时机情况。应变：应付变化。随着情况的变化，掌握时机，采取相应措施，灵活地做出反应。"
"法律效力","1.指法律规范 所适用的范围和对象。最高国家权力机关所制定的法律除另有规定者外，适用于全国范围。                                                                                           2.指确定法 律或法规效力的开始和终止时间。"
"不请自来","不用邀请自己前来，多指不速之客。"
"宵衣旰食","宵：夜间；衣：穿衣；旰：天已晚。天不亮就穿起衣来，时间晚了才吃饭。形容为处理国事而辛勤地工作。"
"雪泥鸿爪","大雁在雪融化后的泥地上留下的爪印。比喻往事遗留下的痕迹。"
"毫发无损","一点损伤都没有。毫是毫毛，发是头发，就是连毫毛头发这样细微的部位都没有损伤。"
"风雨如晦","指白天刮风下雨，天色暗得象黑夜一样。形容政治黑暗，社会不安。"
"若合符节","像符节一样相吻合。形容完全吻合。"
"功利主义","通常指一种伦理学说。主要代表是十九世纪英国的边沁和穆勒。他们把个人利益看作是人类行为的普遍的道德准则……"
